Metric,Value,mtry,ntree,nodesize,run
RMSE_PctOfMean,3.46,9,500,5,5
MAPE,2.84,9,500,5,5
Adj_R2,96.16,9,500,5,5
MeanActual,5.56,9,500,5,5
MeanPredicted,5.55,9,500,5,5
StDevActual,1.1,9,500,5,5
StDevPredicted,1.05,9,500,5,5
N_Obs,141,9,500,5,5
N_Params,27,9,500,5,5
MAE,0.14,7,500,5,1
RMSE,0.19,7,500,5,1
MAE_PctOfMean,2.45,7,500,5,1
RMSE_PctOfMean,3.49,7,500,5,1
MAPE,2.85,7,500,5,1
Adj_R2,96.11,7,500,5,1
MeanActual,5.56,7,500,5,1
MeanPredicted,5.55,7,500,5,1
StDevActual,1.1,7,500,5,1
StDevPredicted,1.04,7,500,5,1
N_Obs,141,7,500,5,1
N_Params,27,7,500,5,1
MAE,0.13,7,500,5,2
RMSE,0.19,7,500,5,2
MAE_PctOfMean,2.42,7,500,5,2
RMSE_PctOfMean,3.48,7,500,5,2
MAPE,2.83,7,500,5,2
Adj_R2,96.12,7,500,5,2
MeanActual,5.56,7,500,5,2
MeanPredicted,5.56,7,500,5,2
StDevActual,1.1,7,500,5,2
StDevPredicted,1.04,7,500,5,2
N_Obs,141,7,500,5,2
N_Params,27,7,500,5,2
MAE,0.14,7,500,5,3
RMSE,0.19,7,500,5,3
MAE_PctOfMean,2.45,7,500,5,3
RMSE_PctOfMean,3.49,7,500,5,3
MAPE,2.85,7,500,5,3
Adj_R2,96.11,7,500,5,3
MeanActual,5.56,7,500,5,3
MeanPredicted,5.55,7,500,5,3
StDevActual,1.1,7,500,5,3
StDevPredicted,1.04,7,500,5,3
N_Obs,141,7,500,5,3
N_Params,27,7,500,5,3
MAE,0.13,7,500,5,4
RMSE,0.19,7,500,5,4
MAE_PctOfMean,2.42,7,500,5,4
RMSE_PctOfMean,3.47,7,500,5,4
MAPE,2.82,7,500,5,4
Adj_R2,96.15,7,500,5,4
MeanActual,5.56,7,500,5,4
MeanPredicted,5.55,7,500,5,4
StDevActual,1.1,7,500,5,4
StDevPredicted,1.05,7,500,5,4
N_Obs,141,7,500,5,4
N_Params,27,7,500,5,4
MAE,0.14,7,500,5,5
RMSE,0.19,7,500,5,5
MAE_PctOfMean,2.45,7,500,5,5
RMSE_PctOfMean,3.5,7,500,5,5
MAPE,2.85,7,500,5,5
Adj_R2,96.08,7,500,5,5
MeanActual,5.56,7,500,5,5
MeanPredicted,5.56,7,500,5,5
StDevActual,1.1,7,500,5,5
StDevPredicted,1.04,7,500,5,5
N_Obs,141,7,500,5,5
N_Params,27,7,500,5,5
MAE,0.14,5,500,5,1
RMSE,0.19,5,500,5,1
MAE_PctOfMean,2.44,5,500,5,1
RMSE_PctOfMean,3.43,5,500,5,1
MAPE,2.82,5,500,5,1
Adj_R2,96.23,5,500,5,1
MeanActual,5.56,5,500,5,1
MeanPredicted,5.55,5,500,5,1
StDevActual,1.1,5,500,5,1
StDevPredicted,1.04,5,500,5,1
N_Obs,141,5,500,5,1
N_Params,27,5,500,5,1
MAE,0.14,5,500,5,2
RMSE,0.19,5,500,5,2
MAE_PctOfMean,2.49,5,500,5,2
RMSE_PctOfMean,3.46,5,500,5,2
MAPE,2.89,5,500,5,2
Adj_R2,96.15,5,500,5,2
MeanActual,5.56,5,500,5,2
MeanPredicted,5.55,5,500,5,2
StDevActual,1.1,5,500,5,2
StDevPredicted,1.04,5,500,5,2
N_Obs,141,5,500,5,2
N_Params,27,5,500,5,2
MAE,0.14,5,500,5,3
RMSE,0.19,5,500,5,3
MAE_PctOfMean,2.46,5,500,5,3
RMSE_PctOfMean,3.49,5,500,5,3
MAPE,2.85,5,500,5,3
Adj_R2,96.09,5,500,5,3
MeanActual,5.56,5,500,5,3
MeanPredicted,5.55,5,500,5,3
StDevActual,1.1,5,500,5,3
StDevPredicted,1.04,5,500,5,3
N_Obs,141,5,500,5,3
N_Params,27,5,500,5,3
MAE,0.14,5,500,5,4
RMSE,0.19,5,500,5,4
MAE_PctOfMean,2.47,5,500,5,4
RMSE_PctOfMean,3.46,5,500,5,4
MAPE,2.86,5,500,5,4
Adj_R2,96.16,5,500,5,4
MeanActual,5.56,5,500,5,4
MeanPredicted,5.55,5,500,5,4
StDevActual,1.1,5,500,5,4
StDevPredicted,1.04,5,500,5,4
N_Obs,141,5,500,5,4
N_Params,27,5,500,5,4
MAE,0.13,5,500,5,5
RMSE,0.19,5,500,5,5
MAE_PctOfMean,2.43,5,500,5,5
RMSE_PctOfMean,3.46,5,500,5,5
MAPE,2.83,5,500,5,5
Adj_R2,96.16,5,500,5,5
MeanActual,5.56,5,500,5,5
MeanPredicted,5.55,5,500,5,5
StDevActual,1.1,5,500,5,5
StDevPredicted,1.04,5,500,5,5
N_Obs,141,5,500,5,5
N_Params,27,5,500,5,5
MAE,0.14,4,500,5,1
RMSE,0.19,4,500,5,1
MAE_PctOfMean,2.52,4,500,5,1
RMSE_PctOfMean,3.5,4,500,5,1
MAPE,2.92,4,500,5,1
Adj_R2,96.08,4,500,5,1
MeanActual,5.56,4,500,5,1
MeanPredicted,5.55,4,500,5,1
StDevActual,1.1,4,500,5,1
StDevPredicted,1.04,4,500,5,1
N_Obs,141,4,500,5,1
N_Params,27,4,500,5,1
MAE,0.14,4,500,5,2
RMSE,0.2,4,500,5,2
MAE_PctOfMean,2.56,4,500,5,2
RMSE_PctOfMean,3.53,4,500,5,2
MAPE,2.96,4,500,5,2
Adj_R2,96,4,500,5,2
MeanActual,5.56,4,500,5,2
MeanPredicted,5.54,4,500,5,2
StDevActual,1.1,4,500,5,2
StDevPredicted,1.03,4,500,5,2
N_Obs,141,4,500,5,2
N_Params,27,4,500,5,2
MAE,0.14,4,500,5,3
RMSE,0.2,4,500,5,3
MAE_PctOfMean,2.53,4,500,5,3
RMSE_PctOfMean,3.51,4,500,5,3
MAPE,2.92,4,500,5,3
Adj_R2,96.06,4,500,5,3
MeanActual,5.56,4,500,5,3
MeanPredicted,5.55,4,500,5,3
StDevActual,1.1,4,500,5,3
StDevPredicted,1.04,4,500,5,3
N_Obs,141,4,500,5,3
N_Params,27,4,500,5,3
MAE,0.14,4,500,5,4
RMSE,0.2,4,500,5,4
MAE_PctOfMean,2.56,4,500,5,4
RMSE_PctOfMean,3.57,4,500,5,4
MAPE,2.97,4,500,5,4
Adj_R2,95.92,4,500,5,4
MeanActual,5.56,4,500,5,4
MeanPredicted,5.55,4,500,5,4
StDevActual,1.1,4,500,5,4
StDevPredicted,1.03,4,500,5,4
N_Obs,141,4,500,5,4
N_Params,27,4,500,5,4
MAE,0.14,4,500,5,5
RMSE,0.2,4,500,5,5
MAE_PctOfMean,2.54,4,500,5,5
RMSE_PctOfMean,3.55,4,500,5,5
MAPE,2.95,4,500,5,5
Adj_R2,95.97,4,500,5,5
MeanActual,5.56,4,500,5,5
MeanPredicted,5.55,4,500,5,5
StDevActual,1.1,4,500,5,5
StDevPredicted,1.03,4,500,5,5
N_Obs,141,4,500,5,5
N_Params,27,4,500,5,5
MAE,0.14,4,500,5,1
RMSE,0.19,4,500,5,1
MAE_PctOfMean,2.51,4,500,5,1
RMSE_PctOfMean,3.48,4,500,5,1
MAPE,2.91,4,500,5,1
Adj_R2,96.11,4,500,5,1
MeanActual,5.56,4,500,5,1
MeanPredicted,5.55,4,500,5,1
StDevActual,1.1,4,500,5,1
StDevPredicted,1.04,4,500,5,1
N_Obs,141,4,500,5,1
N_Params,27,4,500,5,1
MAE,0.14,4,500,5,2
RMSE,0.2,4,500,5,2
MAE_PctOfMean,2.54,4,500,5,2
RMSE_PctOfMean,3.57,4,500,5,2
MAPE,2.95,4,500,5,2
Adj_R2,95.92,4,500,5,2
MeanActual,5.56,4,500,5,2
MeanPredicted,5.54,4,500,5,2
StDevActual,1.1,4,500,5,2
StDevPredicted,1.03,4,500,5,2
N_Obs,141,4,500,5,2
N_Params,27,4,500,5,2
MAE,0.14,4,500,5,3
RMSE,0.19,4,500,5,3
MAE_PctOfMean,2.51,4,500,5,3
RMSE_PctOfMean,3.48,4,500,5,3
MAPE,2.91,4,500,5,3
Adj_R2,96.12,4,500,5,3
MeanActual,5.56,4,500,5,3
MeanPredicted,5.55,4,500,5,3
StDevActual,1.1,4,500,5,3
StDevPredicted,1.04,4,500,5,3
N_Obs,141,4,500,5,3
N_Params,27,4,500,5,3
MAE,0.14,4,500,5,4
RMSE,0.2,4,500,5,4
MAE_PctOfMean,2.55,4,500,5,4
RMSE_PctOfMean,3.61,4,500,5,4
MAPE,2.96,4,500,5,4
Adj_R2,95.83,4,500,5,4
MeanActual,5.56,4,500,5,4
MeanPredicted,5.55,4,500,5,4
StDevActual,1.1,4,500,5,4
StDevPredicted,1.03,4,500,5,4
N_Obs,141,4,500,5,4
N_Params,27,4,500,5,4
MAE,0.14,4,500,5,5
RMSE,0.2,4,500,5,5
MAE_PctOfMean,2.56,4,500,5,5
RMSE_PctOfMean,3.54,4,500,5,5
MAPE,2.97,4,500,5,5
Adj_R2,96,4,500,5,5
MeanActual,5.56,4,500,5,5
MeanPredicted,5.54,4,500,5,5
StDevActual,1.1,4,500,5,5
StDevPredicted,1.03,4,500,5,5
N_Obs,141,4,500,5,5
N_Params,27,4,500,5,5
MAE,0.15,3,500,5,1
RMSE,0.2,3,500,5,1
MAE_PctOfMean,2.61,3,500,5,1
RMSE_PctOfMean,3.61,3,500,5,1
MAPE,3.01,3,500,5,1
Adj_R2,95.81,3,500,5,1
MeanActual,5.56,3,500,5,1
MeanPredicted,5.54,3,500,5,1
StDevActual,1.1,3,500,5,1
StDevPredicted,1.03,3,500,5,1
N_Obs,141,3,500,5,1
N_Params,27,3,500,5,1
MAE,0.15,3,500,5,2
RMSE,0.2,3,500,5,2
MAE_PctOfMean,2.61,3,500,5,2
RMSE_PctOfMean,3.66,3,500,5,2
MAPE,3.03,3,500,5,2
Adj_R2,95.71,3,500,5,2
MeanActual,5.56,3,500,5,2
MeanPredicted,5.54,3,500,5,2
StDevActual,1.1,3,500,5,2
StDevPredicted,1.03,3,500,5,2
N_Obs,141,3,500,5,2
N_Params,27,3,500,5,2
MAE,0.14,3,500,5,3
RMSE,0.2,3,500,5,3
MAE_PctOfMean,2.58,3,500,5,3
RMSE_PctOfMean,3.59,3,500,5,3
MAPE,3,3,500,5,3
Adj_R2,95.88,3,500,5,3
MeanActual,5.56,3,500,5,3
MeanPredicted,5.55,3,500,5,3
StDevActual,1.1,3,500,5,3
StDevPredicted,1.03,3,500,5,3
N_Obs,141,3,500,5,3
N_Params,27,3,500,5,3
MAE,0.15,3,500,5,4
RMSE,0.2,3,500,5,4
MAE_PctOfMean,2.66,3,500,5,4
RMSE_PctOfMean,3.68,3,500,5,4
MAPE,3.06,3,500,5,4
Adj_R2,95.67,3,500,5,4
MeanActual,5.56,3,500,5,4
MeanPredicted,5.54,3,500,5,4
StDevActual,1.1,3,500,5,4
StDevPredicted,1.03,3,500,5,4
N_Obs,141,3,500,5,4
N_Params,27,3,500,5,4
MAE,0.15,3,500,5,5
RMSE,0.21,3,500,5,5
MAE_PctOfMean,2.66,3,500,5,5
RMSE_PctOfMean,3.69,3,500,5,5
MAPE,3.1,3,500,5,5
Adj_R2,95.64,3,500,5,5
MeanActual,5.56,3,500,5,5
MeanPredicted,5.54,3,500,5,5
StDevActual,1.1,3,500,5,5
StDevPredicted,1.02,3,500,5,5
N_Obs,141,3,500,5,5
N_Params,27,3,500,5,5
MAE,0.14,14,1000,5,1
RMSE,0.2,14,1000,5,1
MAE_PctOfMean,2.44,14,1000,5,1
RMSE_PctOfMean,3.54,14,1000,5,1
MAPE,2.85,14,1000,5,1
Adj_R2,95.99,14,1000,5,1
MeanActual,5.56,14,1000,5,1
MeanPredicted,5.56,14,1000,5,1
StDevActual,1.1,14,1000,5,1
StDevPredicted,1.05,14,1000,5,1
N_Obs,141,14,1000,5,1
N_Params,27,14,1000,5,1
MAE,0.14,14,1000,5,2
RMSE,0.2,14,1000,5,2
MAE_PctOfMean,2.46,14,1000,5,2
RMSE_PctOfMean,3.54,14,1000,5,2
MAPE,2.86,14,1000,5,2
Adj_R2,95.98,14,1000,5,2
MeanActual,5.56,14,1000,5,2
MeanPredicted,5.56,14,1000,5,2
StDevActual,1.1,14,1000,5,2
StDevPredicted,1.05,14,1000,5,2
N_Obs,141,14,1000,5,2
N_Params,27,14,1000,5,2
MAE,0.14,14,1000,5,3
RMSE,0.2,14,1000,5,3
MAE_PctOfMean,2.46,14,1000,5,3
RMSE_PctOfMean,3.57,14,1000,5,3
MAPE,2.86,14,1000,5,3
Adj_R2,95.92,14,1000,5,3
MeanActual,5.56,14,1000,5,3
MeanPredicted,5.56,14,1000,5,3
StDevActual,1.1,14,1000,5,3
StDevPredicted,1.05,14,1000,5,3
N_Obs,141,14,1000,5,3
N_Params,27,14,1000,5,3
MAE,0.14,14,1000,5,4
RMSE,0.19,14,1000,5,4
MAE_PctOfMean,2.43,14,1000,5,4
RMSE_PctOfMean,3.5,14,1000,5,4
MAPE,2.81,14,1000,5,4
Adj_R2,96.07,14,1000,5,4
MeanActual,5.56,14,1000,5,4
MeanPredicted,5.56,14,1000,5,4
StDevActual,1.1,14,1000,5,4
StDevPredicted,1.05,14,1000,5,4
N_Obs,141,14,1000,5,4
N_Params,27,14,1000,5,4
MAE,0.14,14,1000,5,5
RMSE,0.2,14,1000,5,5
MAE_PctOfMean,2.45,14,1000,5,5
RMSE_PctOfMean,3.59,14,1000,5,5
MAPE,2.85,14,1000,5,5
Adj_R2,95.88,14,1000,5,5
MeanActual,5.56,14,1000,5,5
MeanPredicted,5.56,14,1000,5,5
StDevActual,1.1,14,1000,5,5
StDevPredicted,1.05,14,1000,5,5
N_Obs,141,14,1000,5,5
N_Params,27,14,1000,5,5
MAE,0.13,9,1000,5,1
RMSE,0.19,9,1000,5,1
MAE_PctOfMean,2.41,9,1000,5,1
RMSE_PctOfMean,3.45,9,1000,5,1
MAPE,2.8,9,1000,5,1
Adj_R2,96.18,9,1000,5,1
MeanActual,5.56,9,1000,5,1
MeanPredicted,5.56,9,1000,5,1
StDevActual,1.1,9,1000,5,1
StDevPredicted,1.05,9,1000,5,1
N_Obs,141,9,1000,5,1
N_Params,27,9,1000,5,1
MAE,0.14,9,1000,5,2
RMSE,0.19,9,1000,5,2
MAE_PctOfMean,2.44,9,1000,5,2
RMSE_PctOfMean,3.51,9,1000,5,2
MAPE,2.84,9,1000,5,2
Adj_R2,96.06,9,1000,5,2
MeanActual,5.56,9,1000,5,2
MeanPredicted,5.56,9,1000,5,2
StDevActual,1.1,9,1000,5,2
StDevPredicted,1.05,9,1000,5,2
N_Obs,141,9,1000,5,2
N_Params,27,9,1000,5,2
MAE,0.13,9,1000,5,3
RMSE,0.19,9,1000,5,3
MAE_PctOfMean,2.41,9,1000,5,3
RMSE_PctOfMean,3.44,9,1000,5,3
MAPE,2.79,9,1000,5,3
Adj_R2,96.22,9,1000,5,3
MeanActual,5.56,9,1000,5,3
MeanPredicted,5.55,9,1000,5,3
StDevActual,1.1,9,1000,5,3
StDevPredicted,1.05,9,1000,5,3
N_Obs,141,9,1000,5,3
N_Params,27,9,1000,5,3
MAE,0.14,9,1000,5,4
RMSE,0.19,9,1000,5,4
MAE_PctOfMean,2.43,9,1000,5,4
RMSE_PctOfMean,3.46,9,1000,5,4
MAPE,2.82,9,1000,5,4
Adj_R2,96.17,9,1000,5,4
MeanActual,5.56,9,1000,5,4
MeanPredicted,5.56,9,1000,5,4
StDevActual,1.1,9,1000,5,4
StDevPredicted,1.05,9,1000,5,4
N_Obs,141,9,1000,5,4
N_Params,27,9,1000,5,4
MAE,0.13,9,1000,5,5
RMSE,0.19,9,1000,5,5
MAE_PctOfMean,2.38,9,1000,5,5
RMSE_PctOfMean,3.4,9,1000,5,5
MAPE,2.77,9,1000,5,5
Adj_R2,96.3,9,1000,5,5
MeanActual,5.56,9,1000,5,5
MeanPredicted,5.56,9,1000,5,5
StDevActual,1.1,9,1000,5,5
StDevPredicted,1.05,9,1000,5,5
N_Obs,141,9,1000,5,5
N_Params,27,9,1000,5,5
MAE,0.13,7,1000,5,1
RMSE,0.19,7,1000,5,1
MAE_PctOfMean,2.43,7,1000,5,1
RMSE_PctOfMean,3.41,7,1000,5,1
MAPE,2.82,7,1000,5,1
Adj_R2,96.28,7,1000,5,1
MeanActual,5.56,7,1000,5,1
MeanPredicted,5.55,7,1000,5,1
StDevActual,1.1,7,1000,5,1
StDevPredicted,1.05,7,1000,5,1
N_Obs,141,7,1000,5,1
N_Params,27,7,1000,5,1
MAE,0.13,7,1000,5,2
RMSE,0.19,7,1000,5,2
MAE_PctOfMean,2.4,7,1000,5,2
RMSE_PctOfMean,3.43,7,1000,5,2
MAPE,2.81,7,1000,5,2
Adj_R2,96.23,7,1000,5,2
MeanActual,5.56,7,1000,5,2
MeanPredicted,5.55,7,1000,5,2
StDevActual,1.1,7,1000,5,2
StDevPredicted,1.05,7,1000,5,2
N_Obs,141,7,1000,5,2
N_Params,27,7,1000,5,2
MAE,0.14,7,1000,5,3
RMSE,0.19,7,1000,5,3
MAE_PctOfMean,2.43,7,1000,5,3
RMSE_PctOfMean,3.46,7,1000,5,3
MAPE,2.84,7,1000,5,3
Adj_R2,96.16,7,1000,5,3
MeanActual,5.56,7,1000,5,3
MeanPredicted,5.55,7,1000,5,3
StDevActual,1.1,7,1000,5,3
StDevPredicted,1.04,7,1000,5,3
N_Obs,141,7,1000,5,3
N_Params,27,7,1000,5,3
MAE,0.13,7,1000,5,4
RMSE,0.19,7,1000,5,4
MAE_PctOfMean,2.41,7,1000,5,4
RMSE_PctOfMean,3.41,7,1000,5,4
MAPE,2.79,7,1000,5,4
Adj_R2,96.28,7,1000,5,4
MeanActual,5.56,7,1000,5,4
MeanPredicted,5.55,7,1000,5,4
StDevActual,1.1,7,1000,5,4
StDevPredicted,1.05,7,1000,5,4
N_Obs,141,7,1000,5,4
N_Params,27,7,1000,5,4
MAE,0.13,7,1000,5,5
RMSE,0.19,7,1000,5,5
MAE_PctOfMean,2.41,7,1000,5,5
RMSE_PctOfMean,3.42,7,1000,5,5
MAPE,2.8,7,1000,5,5
Adj_R2,96.25,7,1000,5,5
MeanActual,5.56,7,1000,5,5
MeanPredicted,5.55,7,1000,5,5
StDevActual,1.1,7,1000,5,5
StDevPredicted,1.04,7,1000,5,5
N_Obs,141,7,1000,5,5
N_Params,27,7,1000,5,5
MAE,0.14,5,1000,5,1
RMSE,0.2,5,1000,5,1
MAE_PctOfMean,2.49,5,1000,5,1
RMSE_PctOfMean,3.51,5,1000,5,1
MAPE,2.9,5,1000,5,1
Adj_R2,96.05,5,1000,5,1
MeanActual,5.56,5,1000,5,1
MeanPredicted,5.55,5,1000,5,1
StDevActual,1.1,5,1000,5,1
StDevPredicted,1.04,5,1000,5,1
N_Obs,141,5,1000,5,1
N_Params,27,5,1000,5,1
MAE,0.14,5,1000,5,2
RMSE,0.2,5,1000,5,2
MAE_PctOfMean,2.48,5,1000,5,2
RMSE_PctOfMean,3.51,5,1000,5,2
MAPE,2.88,5,1000,5,2
Adj_R2,96.05,5,1000,5,2
MeanActual,5.56,5,1000,5,2
MeanPredicted,5.55,5,1000,5,2
StDevActual,1.1,5,1000,5,2
StDevPredicted,1.04,5,1000,5,2
N_Obs,141,5,1000,5,2
N_Params,27,5,1000,5,2
MAE,0.14,5,1000,5,3
RMSE,0.2,5,1000,5,3
MAE_PctOfMean,2.48,5,1000,5,3
RMSE_PctOfMean,3.51,5,1000,5,3
MAPE,2.89,5,1000,5,3
Adj_R2,96.05,5,1000,5,3
MeanActual,5.56,5,1000,5,3
MeanPredicted,5.55,5,1000,5,3
StDevActual,1.1,5,1000,5,3
StDevPredicted,1.04,5,1000,5,3
N_Obs,141,5,1000,5,3
N_Params,27,5,1000,5,3
MAE,0.14,5,1000,5,4
RMSE,0.19,5,1000,5,4
MAE_PctOfMean,2.43,5,1000,5,4
RMSE_PctOfMean,3.45,5,1000,5,4
MAPE,2.83,5,1000,5,4
Adj_R2,96.19,5,1000,5,4
MeanActual,5.56,5,1000,5,4
MeanPredicted,5.55,5,1000,5,4
StDevActual,1.1,5,1000,5,4
StDevPredicted,1.04,5,1000,5,4
N_Obs,141,5,1000,5,4
N_Params,27,5,1000,5,4
MAE,0.14,5,1000,5,5
RMSE,0.19,5,1000,5,5
MAE_PctOfMean,2.47,5,1000,5,5
RMSE_PctOfMean,3.45,5,1000,5,5
MAPE,2.87,5,1000,5,5
Adj_R2,96.2,5,1000,5,5
MeanActual,5.56,5,1000,5,5
MeanPredicted,5.55,5,1000,5,5
StDevActual,1.1,5,1000,5,5
StDevPredicted,1.04,5,1000,5,5
N_Obs,141,5,1000,5,5
N_Params,27,5,1000,5,5
MAE,0.14,4,1000,5,1
RMSE,0.2,4,1000,5,1
MAE_PctOfMean,2.53,4,1000,5,1
RMSE_PctOfMean,3.53,4,1000,5,1
MAPE,2.93,4,1000,5,1
Adj_R2,96,4,1000,5,1
MeanActual,5.56,4,1000,5,1
MeanPredicted,5.55,4,1000,5,1
StDevActual,1.1,4,1000,5,1
StDevPredicted,1.04,4,1000,5,1
N_Obs,141,4,1000,5,1
N_Params,27,4,1000,5,1
MAE,0.14,4,1000,5,2
RMSE,0.2,4,1000,5,2
MAE_PctOfMean,2.56,4,1000,5,2
RMSE_PctOfMean,3.56,4,1000,5,2
MAPE,2.96,4,1000,5,2
Adj_R2,95.94,4,1000,5,2
MeanActual,5.56,4,1000,5,2
MeanPredicted,5.54,4,1000,5,2
StDevActual,1.1,4,1000,5,2
StDevPredicted,1.03,4,1000,5,2
N_Obs,141,4,1000,5,2
N_Params,27,4,1000,5,2
MAE,0.14,4,1000,5,3
RMSE,0.2,4,1000,5,3
MAE_PctOfMean,2.56,4,1000,5,3
RMSE_PctOfMean,3.55,4,1000,5,3
MAPE,2.97,4,1000,5,3
Adj_R2,95.96,4,1000,5,3
MeanActual,5.56,4,1000,5,3
MeanPredicted,5.55,4,1000,5,3
StDevActual,1.1,4,1000,5,3
StDevPredicted,1.03,4,1000,5,3
N_Obs,141,4,1000,5,3
N_Params,27,4,1000,5,3
MAE,0.14,4,1000,5,4
RMSE,0.19,4,1000,5,4
MAE_PctOfMean,2.47,4,1000,5,4
RMSE_PctOfMean,3.5,4,1000,5,4
MAPE,2.88,4,1000,5,4
Adj_R2,96.07,4,1000,5,4
MeanActual,5.56,4,1000,5,4
MeanPredicted,5.55,4,1000,5,4
StDevActual,1.1,4,1000,5,4
StDevPredicted,1.04,4,1000,5,4
N_Obs,141,4,1000,5,4
N_Params,27,4,1000,5,4
MAE,0.14,4,1000,5,5
RMSE,0.19,4,1000,5,5
MAE_PctOfMean,2.48,4,1000,5,5
RMSE_PctOfMean,3.48,4,1000,5,5
MAPE,2.89,4,1000,5,5
Adj_R2,96.13,4,1000,5,5
MeanActual,5.56,4,1000,5,5
MeanPredicted,5.55,4,1000,5,5
StDevActual,1.1,4,1000,5,5
StDevPredicted,1.04,4,1000,5,5
N_Obs,141,4,1000,5,5
N_Params,27,4,1000,5,5
MAE,0.14,4,1000,5,1
RMSE,0.19,4,1000,5,1
MAE_PctOfMean,2.53,4,1000,5,1
RMSE_PctOfMean,3.5,4,1000,5,1
MAPE,2.93,4,1000,5,1
Adj_R2,96.08,4,1000,5,1
MeanActual,5.56,4,1000,5,1
MeanPredicted,5.54,4,1000,5,1
StDevActual,1.1,4,1000,5,1
StDevPredicted,1.03,4,1000,5,1
N_Obs,141,4,1000,5,1
N_Params,27,4,1000,5,1
MAE,0.14,4,1000,5,2
RMSE,0.19,4,1000,5,2
MAE_PctOfMean,2.49,4,1000,5,2
RMSE_PctOfMean,3.5,4,1000,5,2
MAPE,2.9,4,1000,5,2
Adj_R2,96.09,4,1000,5,2
MeanActual,5.56,4,1000,5,2
MeanPredicted,5.55,4,1000,5,2
StDevActual,1.1,4,1000,5,2
StDevPredicted,1.03,4,1000,5,2
N_Obs,141,4,1000,5,2
N_Params,27,4,1000,5,2
MAE,0.14,4,1000,5,3
RMSE,0.2,4,1000,5,3
MAE_PctOfMean,2.58,4,1000,5,3
RMSE_PctOfMean,3.6,4,1000,5,3
MAPE,2.99,4,1000,5,3
Adj_R2,95.86,4,1000,5,3
MeanActual,5.56,4,1000,5,3
MeanPredicted,5.54,4,1000,5,3
StDevActual,1.1,4,1000,5,3
StDevPredicted,1.03,4,1000,5,3
N_Obs,141,4,1000,5,3
N_Params,27,4,1000,5,3
MAE,0.14,4,1000,5,4
RMSE,0.2,4,1000,5,4
MAE_PctOfMean,2.54,4,1000,5,4
RMSE_PctOfMean,3.6,4,1000,5,4
MAPE,2.96,4,1000,5,4
Adj_R2,95.86,4,1000,5,4
MeanActual,5.56,4,1000,5,4
MeanPredicted,5.55,4,1000,5,4
StDevActual,1.1,4,1000,5,4
StDevPredicted,1.04,4,1000,5,4
N_Obs,141,4,1000,5,4
N_Params,27,4,1000,5,4
MAE,0.14,4,1000,5,5
RMSE,0.2,4,1000,5,5
MAE_PctOfMean,2.55,4,1000,5,5
RMSE_PctOfMean,3.56,4,1000,5,5
MAPE,2.95,4,1000,5,5
Adj_R2,95.94,4,1000,5,5
MeanActual,5.56,4,1000,5,5
MeanPredicted,5.54,4,1000,5,5
StDevActual,1.1,4,1000,5,5
StDevPredicted,1.03,4,1000,5,5
N_Obs,141,4,1000,5,5
N_Params,27,4,1000,5,5
MAE,0.15,3,1000,5,1
RMSE,0.2,3,1000,5,1
MAE_PctOfMean,2.66,3,1000,5,1
RMSE_PctOfMean,3.65,3,1000,5,1
MAPE,3.08,3,1000,5,1
Adj_R2,95.73,3,1000,5,1
MeanActual,5.56,3,1000,5,1
MeanPredicted,5.54,3,1000,5,1
StDevActual,1.1,3,1000,5,1
StDevPredicted,1.02,3,1000,5,1
N_Obs,141,3,1000,5,1
N_Params,27,3,1000,5,1
MAE,0.15,3,1000,5,2
RMSE,0.21,3,1000,5,2
MAE_PctOfMean,2.69,3,1000,5,2
RMSE_PctOfMean,3.7,3,1000,5,2
MAPE,3.1,3,1000,5,2
Adj_R2,95.62,3,1000,5,2
MeanActual,5.56,3,1000,5,2
MeanPredicted,5.54,3,1000,5,2
StDevActual,1.1,3,1000,5,2
StDevPredicted,1.02,3,1000,5,2
N_Obs,141,3,1000,5,2
N_Params,27,3,1000,5,2
MAE,0.15,3,1000,5,3
RMSE,0.2,3,1000,5,3
MAE_PctOfMean,2.67,3,1000,5,3
RMSE_PctOfMean,3.66,3,1000,5,3
MAPE,3.08,3,1000,5,3
Adj_R2,95.7,3,1000,5,3
MeanActual,5.56,3,1000,5,3
MeanPredicted,5.54,3,1000,5,3
StDevActual,1.1,3,1000,5,3
StDevPredicted,1.02,3,1000,5,3
N_Obs,141,3,1000,5,3
N_Params,27,3,1000,5,3
MAE,0.15,3,1000,5,4
RMSE,0.2,3,1000,5,4
MAE_PctOfMean,2.62,3,1000,5,4
RMSE_PctOfMean,3.64,3,1000,5,4
MAPE,3.04,3,1000,5,4
Adj_R2,95.77,3,1000,5,4
MeanActual,5.56,3,1000,5,4
MeanPredicted,5.54,3,1000,5,4
StDevActual,1.1,3,1000,5,4
StDevPredicted,1.02,3,1000,5,4
N_Obs,141,3,1000,5,4
N_Params,27,3,1000,5,4
MAE,0.15,3,1000,5,5
RMSE,0.2,3,1000,5,5
MAE_PctOfMean,2.62,3,1000,5,5
RMSE_PctOfMean,3.63,3,1000,5,5
MAPE,3.04,3,1000,5,5
Adj_R2,95.77,3,1000,5,5
MeanActual,5.56,3,1000,5,5
MeanPredicted,5.54,3,1000,5,5
StDevActual,1.1,3,1000,5,5
StDevPredicted,1.03,3,1000,5,5
N_Obs,141,3,1000,5,5
N_Params,27,3,1000,5,5
MAE,0.14,14,1500,5,1
